t,act_x,act_y,act_z,act_r,act_p,act_yaw,r1,tgt_x,tgt_y,tgt_z,tgt_qx,tgt_qy,tgt_qz,tgt_qw,mes_x,mes_y,mes_z,mes_qx,mes_qy,mes_qz,mes_qw,mes_roll,mes_pitch,mes_yaw,vel_x,vel_y,vel_z,vel_r,vel_p,vel_yaw,fx,fy,fz,tx,ty,tz,q0,q1,q2,q3,q4,q5,q6
0.001949,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.391889,-0.007779,0.149377,0.990581,-0.136456,0.011129,0.002284,0.391889,-0.007779,0.149377,0.990581,-0.136456,0.011129,0.002284,3.140105,-0.022673,-0.273767,0.067105,0.003733,0.016801,-0.011067,-0.246606,-0.012789,0.034271,-0.526674,-19.911512,0.051343,6.702210,-0.286560,-0.318015,-0.253559,0.321501,-2.747235,0.124385,2.524030,0.953093
0.050742,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.391889,-0.007779,0.149377,0.990581,-0.136456,0.011129,0.002284,0.391889,-0.007779,0.149377,0.990581,-0.136456,0.011129,0.002284,3.140105,-0.022673,-0.273767,0.067105,0.003733,0.016801,-0.011067,-0.246606,-0.012789,0.034271,-0.526674,-19.911512,0.051343,6.702210,-0.286560,-0.318015,-0.253559,0.321501,-2.747235,0.124385,2.524030,0.953093
0.101683,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.391889,-0.007779,0.149377,0.990581,-0.136456,0.011129,0.002284,0.391889,-0.007779,0.149377,0.990581,-0.136456,0.011129,0.002284,3.140105,-0.022673,-0.273767,0.067105,0.003733,0.016801,-0.011067,-0.246606,-0.012789,0.034271,-0.526674,-19.911512,0.051343,6.702210,-0.286560,-0.318015,-0.253559,0.321501,-2.747235,0.124385,2.524030,0.953093
0.152553,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.391889,-0.007779,0.149377,0.990581,-0.136456,0.011129,0.002284,0.391889,-0.007779,0.149377,0.990581,-0.136456,0.011129,0.002284,3.140105,-0.022673,-0.273767,0.067105,0.003733,0.016801,-0.011067,-0.246606,-0.012789,0.034271,-0.526674,-19.911512,0.051343,6.702210,-0.286560,-0.318015,-0.253559,0.321501,-2.747235,0.124385,2.524030,0.953093
0.202409,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.391889,-0.007779,0.149377,0.990581,-0.136456,0.011129,0.002284,0.391889,-0.007779,0.149377,0.990581,-0.136456,0.011129,0.002284,3.140105,-0.022673,-0.273767,0.067105,0.003733,0.016801,-0.011067,-0.246606,-0.012789,0.034271,-0.526674,-19.911512,0.051343,6.702210,-0.286560,-0.318015,-0.253559,0.321501,-2.747235,0.124385,2.524030,0.953093
0.251712,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.391889,-0.007779,0.149377,0.990581,-0.136456,0.011129,0.002284,0.391889,-0.007779,0.149377,0.990581,-0.136456,0.011129,0.002284,3.140105,-0.022673,-0.273767,0.067105,0.003733,0.016801,-0.011067,-0.246606,-0.012789,0.034271,-0.526674,-19.911512,0.051343,6.702210,-0.286560,-0.318015,-0.253559,0.321501,-2.747235,0.124385,2.524030,0.953093
0.302410,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.391889,-0.007779,0.149377,0.990581,-0.136456,0.011129,0.002284,0.391889,-0.007779,0.149377,0.990581,-0.136456,0.011129,0.002284,3.140105,-0.022673,-0.273767,0.067105,0.003733,0.016801,-0.011067,-0.246606,-0.012789,0.034271,-0.526674,-19.911512,0.051343,6.702210,-0.286560,-0.318015,-0.253559,0.321501,-2.747235,0.124385,2.524030,0.953093
0.352394,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.391889,-0.007779,0.149377,0.990581,-0.136456,0.011129,0.002284,0.391889,-0.007779,0.149377,0.990581,-0.136456,0.011129,0.002284,3.140105,-0.022673,-0.273767,0.067105,0.003733,0.016801,-0.011067,-0.246606,-0.012789,0.034271,-0.526674,-19.911512,0.051343,6.702210,-0.286560,-0.318015,-0.253559,0.321501,-2.747235,0.124385,2.524030,0.953093
0.402414,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.391889,-0.007779,0.149377,0.990581,-0.136456,0.011129,0.002284,0.391889,-0.007779,0.149377,0.990581,-0.136456,0.011129,0.002284,3.140105,-0.022673,-0.273767,0.067105,0.003733,0.016801,-0.011067,-0.246606,-0.012789,0.034271,-0.526674,-19.911512,0.051343,6.702210,-0.286560,-0.318015,-0.253559,0.321501,-2.747235,0.124385,2.524030,0.953093
0.453499,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.391889,-0.007779,0.149377,0.990581,-0.136456,0.011129,0.002284,0.391889,-0.007779,0.149377,0.990581,-0.136456,0.011129,0.002284,3.140105,-0.022673,-0.273767,0.067105,0.003733,0.016801,-0.011067,-0.246606,-0.012789,0.034271,-0.526674,-19.911512,0.051343,6.702210,-0.286560,-0.318015,-0.253559,0.321501,-2.747235,0.124385,2.524030,0.953093
