t,act_x,act_y,act_z,act_r,act_p,act_yaw,r1,tgt_x,tgt_y,tgt_z,tgt_qx,tgt_qy,tgt_qz,tgt_qw,mes_x,mes_y,mes_z,mes_qx,mes_qy,mes_qz,mes_qw,mes_roll,mes_pitch,mes_yaw,vel_x,vel_y,vel_z,vel_r,vel_p,vel_yaw,fx,fy,fz,tx,ty,tz,q0,q1,q2,q3,q4,q5,q6
1.455220,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.393491,-0.007826,0.149754,0.990451,-0.137179,0.013580,0.001878,0.393396,-0.007840,0.149687,0.990449,-0.137222,0.013343,0.001859,3.141572,-0.026945,-0.275337,-0.000007,0.000280,0.000377,-0.000652,-0.000326,0.002840,-1.904653,0.610740,0.424886,-0.328110,-1.075318,0.189697,-0.318191,-0.252016,0.321453,-2.746120,0.124817,2.528878,0.954170
1.505407,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.393491,-0.007826,0.149754,0.990451,-0.137179,0.013580,0.001878,0.393391,-0.007840,0.149682,0.990448,-0.137224,0.013335,0.001858,3.141571,-0.026929,-0.275343,-0.000293,0.000184,-0.000178,-0.000745,0.000407,0.000883,-1.903158,0.691229,0.449021,-0.356298,-1.086139,0.221097,-0.318190,-0.252008,0.321451,-2.746124,0.124816,2.528874,0.954175
1.555399,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.393491,-0.007826,0.149754,0.990451,-0.137179,0.013580,0.001878,0.393394,-0.007842,0.149684,0.990448,-0.137226,0.013338,0.001858,3.141573,-0.026934,-0.275345,-0.000491,-0.000334,-0.000638,0.000531,0.001662,-0.002784,-1.881748,0.679879,0.358393,-0.352715,-1.044730,0.218358,-0.318190,-0.252008,0.321446,-2.746120,0.124815,2.528876,0.954173
1.606271,-0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,1.000000,0.393491,-0.007826,0.149754,0.990451,-0.137179,0.013580,0.001878,0.393392,-0.007843,0.149682,0.990448,-0.137229,0.013337,0.001856,3.141576,-0.026931,-0.275351,-0.000076,-0.000711,0.000004,0.000951,-0.000732,-0.002756,-1.915798,0.697318,0.423440,-0.357699,-1.081519,0.221763,-0.318188,-0.252007,0.321441,-2.746123,0.124818,2.528877,0.954173
1.656453,-0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,1.000000,0.393491,-0.007826,0.149754,0.990451,-0.137179,0.013580,0.001878,0.393394,-0.007840,0.149683,0.990449,-0.137223,0.013337,0.001857,3.141574,-0.026933,-0.275339,-0.000493,0.000235,-0.000404,-0.000174,0.001142,0.001588,-1.904538,0.681918,0.404973,-0.355281,-1.070187,0.214876,-0.318187,-0.252007,0.321447,-2.746119,0.124817,2.528875,0.954170
1.706531,-0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,1.000000,0.393491,-0.007826,0.149754,0.990451,-0.137179,0.013580,0.001878,0.393394,-0.007842,0.149684,0.990448,-0.137228,0.013338,0.001857,3.141575,-0.026934,-0.275350,0.000037,-0.000636,0.000051,0.000400,-0.000738,-0.003277,-1.829440,0.699910,0.441861,-0.360589,-1.055781,0.219896,-0.318190,-0.252008,0.321445,-2.746119,0.124818,2.528875,0.954175
1.756435,-0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,1.000000,0.393491,-0.007826,0.149754,0.990451,-0.137179,0.013580,0.001878,0.393396,-0.007842,0.149685,0.990448,-0.137226,0.013339,0.001856,3.141576,-0.026935,-0.275345,0.000459,0.000227,0.000342,-0.000184,-0.000709,0.001781,-1.872344,0.677247,0.430929,-0.351368,-1.068421,0.215410,-0.318186,-0.252006,0.321441,-2.746113,0.124816,2.528873,0.954172
1.805264,-0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,1.000000,0.393491,-0.007826,0.149754,0.990451,-0.137179,0.013580,0.001878,0.393393,-0.007842,0.149682,0.990448,-0.137226,0.013332,0.001857,3.141574,-0.026923,-0.275345,0.000071,0.000061,0.000250,-0.001697,-0.000522,0.002943,-1.854967,0.653755,0.405243,-0.342692,-1.046506,0.210044,-0.318190,-0.252000,0.321445,-2.746116,0.124816,2.528868,0.954172
1.855467,-0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,1.000000,0.393491,-0.007826,0.149754,0.990451,-0.137179,0.013580,0.001878,0.393392,-0.007841,0.149680,0.990448,-0.137227,0.013331,0.001855,3.141576,-0.026919,-0.275348,-0.000052,-0.000519,-0.000230,-0.000109,0.000564,-0.000889,-1.861544,0.664583,0.476620,-0.348202,-1.074894,0.210008,-0.318188,-0.251996,0.321443,-2.746115,0.124818,2.528869,0.954173
1.909384,-0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,1.000000,0.393491,-0.007826,0.149754,0.990451,-0.137179,0.013580,0.001878,0.393394,-0.007842,0.149682,0.990447,-0.137232,0.013332,0.001854,3.141580,-0.026922,-0.275357,0.000149,-0.000252,0.000097,0.001085,0.000008,-0.002180,-1.884434,0.641002,0.382469,-0.342607,-1.053748,0.202361,-0.318188,-0.251998,0.321438,-2.746112,0.124821,2.528867,0.954176
1.956290,-0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,1.000000,0.393491,-0.007826,0.149754,0.990451,-0.137179,0.013580,0.001878,0.393393,-0.007844,0.149682,0.990447,-0.137233,0.013332,0.001855,3.141578,-0.026922,-0.275360,-0.000606,-0.000404,-0.000669,0.000382,0.001825,-0.001441,-1.885634,0.678515,0.402453,-0.350911,-1.061980,0.219210,-0.318190,-0.251997,0.321436,-2.746113,0.124817,2.528868,0.954176
2.006187,-0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,1.000000,0.393491,-0.007826,0.149754,0.990451,-0.137179,0.013580,0.001878,0.393394,-0.007844,0.149683,0.990447,-0.137233,0.013335,0.001854,3.141580,-0.026928,-0.275360,0.000411,0.000362,0.000394,0.000581,-0.001727,-0.000660,-1.909966,0.687123,0.444346,-0.354342,-1.084894,0.218811,-0.318188,-0.252000,0.321435,-2.746114,0.124820,2.528873,0.954176
2.056302,-0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,1.000000,0.393491,-0.007826,0.149754,0.990451,-0.137179,0.013580,0.001878,0.393392,-0.007842,0.149680,0.990448,-0.137228,0.013329,0.001854,3.141578,-0.026915,-0.275350,0.000055,0.000477,0.000026,0.001092,0.000006,-0.000090,-1.875583,0.668225,0.483649,-0.339808,-1.083909,0.216242,-0.318185,-0.251994,0.321435,-2.746114,0.124818,2.528865,0.954171
2.106338,-0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,1.000000,0.393491,-0.007826,0.149754,0.990451,-0.137179,0.013580,0.001878,0.393394,-0.007843,0.149682,0.990448,-0.137231,0.013332,0.001854,3.141580,-0.026922,-0.275356,0.000356,0.000026,0.000268,0.000405,-0.001129,0.000067,-1.891729,0.638649,0.441642,-0.331364,-1.077872,0.205333,-0.318190,-0.251995,0.321438,-2.746110,0.124820,2.528867,0.954172
2.158085,-0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,1.000000,0.393491,-0.007826,0.149754,0.990451,-0.137179,0.013580,0.001878,0.393394,-0.007843,0.149680,0.990448,-0.137229,0.013331,0.001854,3.141579,-0.026919,-0.275352,0.000186,-0.000563,0.000263,0.000464,-0.000682,-0.001342,-1.905875,0.693109,0.442766,-0.355705,-1.083109,0.223138,-0.318188,-0.251990,0.321436,-2.746111,0.124818,2.528870,0.954171
2.209044,-0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,1.000000,0.393491,-0.007826,0.149754,0.990451,-0.137179,0.013580,0.001878,0.393395,-0.007841,0.149682,0.990448,-0.137228,0.013332,0.001854,3.141578,-0.026922,-0.275350,0.000559,0.001245,0.000635,-0.001024,-0.001408,0.004106,-1.854983,0.601305,0.443173,-0.316088,-1.064011,0.193793,-0.318186,-0.251995,0.321440,-2.746109,0.124818,2.528867,0.954175
2.258803,-0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,1.000000,0.393491,-0.007826,0.149754,0.990451,-0.137179,0.013580,0.001878,0.393396,-0.007846,0.149684,0.990447,-0.137234,0.013334,0.001854,3.141580,-0.026926,-0.275361,0.000372,-0.000526,0.000749,-0.001691,-0.001742,-0.000069,-1.884763,0.671390,0.395607,-0.341892,-1.060739,0.216347,-0.318191,-0.251996,0.321431,-2.746107,0.124815,2.528867,0.954176
2.307394,-0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,1.000000,0.393491,-0.007826,0.149754,0.990451,-0.137179,0.013580,0.001878,0.393393,-0.007842,0.149681,0.990448,-0.137231,0.013330,0.001854,3.141579,-0.026917,-0.275355,-0.000439,0.000287,-0.000317,0.000604,0.001577,-0.000268,-1.909355,0.689777,0.487873,-0.352173,-1.101319,0.223825,-0.318189,-0.251993,0.321437,-2.746111,0.124819,2.528865,0.954173
2.358379,-0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,1.000000,0.393491,-0.007826,0.149754,0.990451,-0.137179,0.013580,0.001878,0.393395,-0.007843,0.149681,0.990448,-0.137230,0.013332,0.001854,3.141579,-0.026922,-0.275354,0.000387,0.000700,0.000288,-0.000295,-0.000533,0.001026,-1.868049,0.642263,0.439771,-0.333822,-1.069100,0.204721,-0.318189,-0.251991,0.321437,-2.746108,0.124816,2.528869,0.954175
