t,act_x,act_y,act_z,act_r,act_p,act_yaw,r1,tgt_x,tgt_y,tgt_z,tgt_qx,tgt_qy,tgt_qz,tgt_qw,mes_x,mes_y,mes_z,mes_qx,mes_qy,mes_qz,mes_qw,mes_roll,mes_pitch,mes_yaw,vel_x,vel_y,vel_z,vel_r,vel_p,vel_yaw,fx,fy,fz,tx,ty,tz,q0,q1,q2,q3,q4,q5,q6
0.505197,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.469139,-0.208962,0.218409,0.997902,-0.062303,0.017520,0.001497,0.469139,-0.208964,0.218408,0.997903,-0.062301,0.017518,0.001496,3.140788,-0.035155,-0.124687,-0.000056,-0.000232,-0.000525,0.000687,0.001409,0.000014,-2.047528,0.696841,0.970478,-0.483439,-1.471694,-0.030394,-0.557445,-0.038192,0.134721,-2.309875,0.019791,2.305775,0.474342
0.555132,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.469139,-0.208962,0.218409,0.997902,-0.062303,0.017520,0.001497,0.469140,-0.208962,0.218409,0.997903,-0.062296,0.017520,0.001499,3.140784,-0.035160,-0.124677,0.000138,-0.000093,0.000310,-0.001368,0.000140,0.002468,-2.067904,0.593462,0.959857,-0.440207,-1.466741,-0.086899,-0.557445,-0.038195,0.134725,-2.309878,0.019788,2.305781,0.474337
0.605027,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.469139,-0.208962,0.218409,0.997902,-0.062303,0.017520,0.001497,0.469138,-0.208964,0.218406,0.997903,-0.062302,0.017517,0.001497,3.140787,-0.035153,-0.124689,-0.000270,-0.000344,-0.000340,0.000106,0.001010,-0.000662,-2.070794,0.665267,0.956571,-0.469991,-1.466372,-0.056948,-0.557447,-0.038192,0.134722,-2.309880,0.019788,2.305779,0.474345
0.654880,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.469139,-0.208962,0.218409,0.997902,-0.062303,0.017520,0.001497,0.469139,-0.208963,0.218408,0.997903,-0.062299,0.017519,0.001498,3.140786,-0.035157,-0.124685,-0.000172,-0.000350,0.000090,0.000343,0.000278,-0.000899,-1.981598,0.723431,0.955854,-0.485974,-1.438514,-0.009968,-0.557442,-0.038195,0.134720,-2.309879,0.019789,2.305779,0.474342
0.705251,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.469139,-0.208962,0.218409,0.997902,-0.062303,0.017520,0.001497,0.469141,-0.208961,0.218409,0.997903,-0.062297,0.017521,0.001498,3.140785,-0.035162,-0.124681,0.000244,0.000147,0.000819,-0.001318,-0.001167,0.002036,-2.038627,0.674861,0.965711,-0.467778,-1.463367,-0.042372,-0.557445,-0.038195,0.134727,-2.309878,0.019790,2.305783,0.474342
0.755249,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.469139,-0.208962,0.218409,0.997902,-0.062303,0.017520,0.001497,0.469139,-0.208964,0.218410,0.997903,-0.062298,0.017520,0.001499,3.140784,-0.035161,-0.124683,-0.000094,-0.000677,0.000986,-0.000854,-0.001010,0.000970,-2.050951,0.660034,1.030896,-0.481024,-1.493440,-0.049742,-0.557448,-0.038199,0.134724,-2.309879,0.019788,2.305779,0.474339
0.805944,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.469139,-0.208962,0.218409,0.997902,-0.062303,0.017520,0.001497,0.469138,-0.208964,0.218409,0.997903,-0.062300,0.017518,0.001499,3.140783,-0.035157,-0.124685,-0.000031,-0.000390,0.000103,-0.000704,0.000740,-0.000661,-2.058619,0.657192,0.907933,-0.457768,-1.449475,-0.056124,-0.557447,-0.038197,0.134724,-2.309880,0.019785,2.305778,0.474344
0.856876,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.469139,-0.208962,0.218409,0.997902,-0.062303,0.017520,0.001497,0.469139,-0.208960,0.218407,0.997903,-0.062300,0.017518,0.001496,3.140789,-0.035156,-0.124686,-0.000157,0.000903,-0.000518,0.000793,0.000958,-0.000241,-2.079729,0.639256,0.965348,-0.456816,-1.481294,-0.068885,-0.557445,-0.038196,0.134727,-2.309883,0.019792,2.305779,0.474345
0.906951,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.469139,-0.208962,0.218409,0.997902,-0.062303,0.017520,0.001497,0.469140,-0.208961,0.218408,0.997903,-0.062300,0.017520,0.001496,3.140789,-0.035160,-0.124685,0.000158,0.000096,-0.000334,0.000979,0.000146,0.000749,-2.031746,0.694091,0.964423,-0.476311,-1.459151,-0.031211,-0.557447,-0.038195,0.134727,-2.309880,0.019794,2.305782,0.474342
0.956873,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.469139,-0.208962,0.218409,0.997902,-0.062303,0.017520,0.001497,0.469140,-0.208963,0.218409,0.997902,-0.062302,0.017521,0.001497,3.140787,-0.035162,-0.124689,0.000218,-0.000489,0.000228,-0.000049,-0.001908,-0.001987,-2.093921,0.663970,0.984724,-0.468240,-1.494681,-0.057098,-0.557447,-0.038197,0.134725,-2.309881,0.019793,2.305783,0.474344
1.006754,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.469139,-0.208962,0.218409,0.997902,-0.062303,0.017520,0.001497,0.469139,-0.208963,0.218408,0.997902,-0.062301,0.017519,0.001497,3.140787,-0.035158,-0.124688,0.000025,0.000455,-0.000478,0.000567,0.001548,0.001906,-2.062618,0.641057,1.043549,-0.470121,-1.508985,-0.062314,-0.557448,-0.038193,0.134726,-2.309878,0.019791,2.305781,0.474344
1.057199,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.469139,-0.208962,0.218409,0.997902,-0.062303,0.017520,0.001497,0.469140,-0.208960,0.218409,0.997903,-0.062301,0.017519,0.001497,3.140788,-0.035159,-0.124688,-0.000097,0.000497,0.000255,0.000217,0.000754,-0.001122,-2.016937,0.670909,0.896275,-0.453102,-1.430044,-0.037013,-0.557445,-0.038197,0.134727,-2.309880,0.019792,2.305779,0.474348
1.106384,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.469139,-0.208962,0.218409,0.997902,-0.062303,0.017520,0.001497,0.469141,-0.208960,0.218407,0.997903,-0.062295,0.017518,0.001497,3.140786,-0.035156,-0.124676,0.000479,0.000475,0.000015,-0.001087,0.000135,0.003011,-2.033899,0.596630,0.958984,-0.434886,-1.459572,-0.076431,-0.557445,-0.038193,0.134730,-2.309879,0.019789,2.305779,0.474340
1.159431,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.469139,-0.208962,0.218409,0.997902,-0.062303,0.017520,0.001497,0.469138,-0.208965,0.218408,0.997902,-0.062302,0.017519,0.001497,3.140787,-0.035158,-0.124690,-0.000569,-0.000537,-0.000497,0.001072,0.000553,-0.001806,-2.049802,0.680862,0.960492,-0.473818,-1.466499,-0.041346,-0.557450,-0.038195,0.134724,-2.309880,0.019791,2.305781,0.474342
1.207968,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.469139,-0.208962,0.218409,0.997902,-0.062303,0.017520,0.001497,0.469141,-0.208963,0.218412,0.997902,-0.062300,0.017523,0.001499,3.140783,-0.035166,-0.124686,0.000378,-0.000486,0.000909,-0.000061,-0.002119,-0.002232,-2.077260,0.644152,0.939907,-0.454760,-1.466696,-0.062546,-0.557445,-0.038200,0.134724,-2.309877,0.019790,2.305780,0.474344
1.257087,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.469139,-0.208962,0.218409,0.997902,-0.062303,0.017520,0.001497,0.469138,-0.208962,0.218408,0.997903,-0.062298,0.017518,0.001498,3.140786,-0.035157,-0.124681,-0.000557,-0.000262,-0.000042,-0.000413,0.001296,0.000523,-2.047556,0.700159,1.003571,-0.493710,-1.489356,-0.032007,-0.557445,-0.038197,0.134724,-2.309883,0.019789,2.305781,0.474340
1.308028,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.469139,-0.208962,0.218409,0.997902,-0.062303,0.017520,0.001497,0.469139,-0.208964,0.218410,0.997903,-0.062297,0.017519,0.001499,3.140783,-0.035159,-0.124680,-0.000152,-0.000765,0.000334,-0.001192,-0.000198,0.000935,-2.078799,0.717247,0.954694,-0.493362,-1.477303,-0.031896,-0.557446,-0.038198,0.134724,-2.309878,0.019787,2.305778,0.474338
1.357198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.469139,-0.208962,0.218409,0.997902,-0.062303,0.017520,0.001497,0.469138,-0.208961,0.218404,0.997903,-0.062297,0.017515,0.001497,3.140788,-0.035151,-0.124679,-0.000621,0.000260,-0.001398,0.000390,0.002874,0.001801,-2.069034,0.649247,0.932851,-0.457579,-1.460866,-0.062150,-0.557442,-0.038191,0.134724,-2.309883,0.019788,2.305781,0.474340
1.407228,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.469139,-0.208962,0.218409,0.997902,-0.062303,0.017520,0.001497,0.469139,-0.208963,0.218407,0.997903,-0.062301,0.017518,0.001498,3.140786,-0.035157,-0.124688,0.000200,0.000157,-0.000661,-0.000000,0.000896,0.000077,-2.059932,0.671288,0.965388,-0.469597,-1.475691,-0.047445,-0.557445,-0.038193,0.134724,-2.309879,0.019789,2.305781,0.474347
1.457258,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.469139,-0.208962,0.218409,0.997902,-0.062303,0.017520,0.001497,0.469140,-0.208963,0.218410,0.997903,-0.062299,0.017521,0.001498,3.140785,-0.035162,-0.124684,0.000219,0.000039,0.000170,-0.000119,-0.001007,0.000210,-2.039465,0.640073,0.955445,-0.455589,-1.460675,-0.057884,-0.557444,-0.038197,0.134724,-2.309878,0.019790,2.305781,0.474342
1.507981,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.469139,-0.208962,0.218409,0.997902,-0.062303,0.017520,0.001497,0.469140,-0.208962,0.218408,0.997903,-0.062298,0.017520,0.001498,3.140786,-0.035160,-0.124683,-0.000370,0.000224,-0.000580,0.000100,0.001021,0.000027,-2.010792,0.633866,0.911273,-0.445715,-1.427104,-0.056196,-0.557443,-0.038195,0.134724,-2.309880,0.019790,2.305783,0.474342
1.558118,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.469139,-0.208962,0.218409,0.997902,-0.062303,0.017520,0.001497,0.469141,-0.208960,0.218410,0.997903,-0.062300,0.017522,0.001497,3.140788,-0.035164,-0.124686,0.000729,0.000652,0.000650,0.000746,-0.001889,-0.000197,-2.006810,0.674186,0.924315,-0.467165,-1.431091,-0.037513,-0.557442,-0.038199,0.134725,-2.309878,0.019795,2.305781,0.474346
1.608277,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.469139,-0.208962,0.218409,0.997902,-0.062303,0.017520,0.001497,0.469140,-0.208962,0.218409,0.997903,-0.062299,0.017519,0.001497,3.140787,-0.035159,-0.124683,0.000193,-0.000239,0.000115,0.000301,-0.000136,0.001035,-2.054788,0.692027,0.989126,-0.481977,-1.476779,-0.034695,-0.557446,-0.038195,0.134725,-2.309878,0.019791,2.305779,0.474340
1.658222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.469139,-0.208962,0.218409,0.997902,-0.062303,0.017520,0.001497,0.469138,-0.208964,0.218407,0.997902,-0.062302,0.017518,0.001497,3.140787,-0.035156,-0.124690,-0.000450,-0.000540,-0.000605,0.000090,0.001235,-0.001919,-1.997002,0.653253,0.957587,-0.460331,-1.440180,-0.038459,-0.557447,-0.038193,0.134723,-2.309880,0.019790,2.305781,0.474346
1.710273,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.469139,-0.208962,0.218409,0.997902,-0.062303,0.017520,0.001497,0.469140,-0.208960,0.218409,0.997903,-0.062298,0.017519,0.001498,3.140785,-0.035158,-0.124682,0.000243,0.001223,-0.000159,-0.000552,0.000930,0.003257,-2.080801,0.633431,0.977275,-0.455931,-1.484562,-0.065654,-0.557442,-0.038199,0.134727,-2.309880,0.019789,2.305778,0.474347
1.758969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.469139,-0.208962,0.218409,0.997902,-0.062303,0.017520,0.001497,0.469139,-0.208962,0.218408,0.997902,-0.062302,0.017520,0.001496,3.140789,-0.035160,-0.124689,-0.000517,-0.000059,-0.000045,0.000800,-0.000151,-0.000679,-2.060440,0.636204,0.902469,-0.443632,-1.447735,-0.061189,-0.557445,-0.038197,0.134724,-2.309882,0.019794,2.305782,0.474344
1.808442,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.469139,-0.208962,0.218409,0.997902,-0.062303,0.017520,0.001497,0.469140,-0.208962,0.218409,0.997903,-0.062299,0.017520,0.001497,3.140788,-0.035160,-0.124684,0.000269,-0.000380,0.000647,0.000248,-0.001623,-0.000605,-2.102599,0.638543,0.946473,-0.459138,-1.482721,-0.071716,-0.557447,-0.038196,0.134725,-2.309878,0.019793,2.305779,0.474340
1.859181,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.469139,-0.208962,0.218409,0.997902,-0.062303,0.017520,0.001497,0.469137,-0.208961,0.218407,0.997903,-0.062298,0.017516,0.001497,3.140786,-0.035152,-0.124683,-0.000579,0.000203,-0.000573,-0.000333,0.002013,0.000130,-2.013713,0.638713,0.935257,-0.456877,-1.435035,-0.057526,-0.557443,-0.038197,0.134724,-2.309884,0.019788,2.305777,0.474344
1.909258,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.469139,-0.208962,0.218409,0.997902,-0.062303,0.017520,0.001497,0.469140,-0.208956,0.218347,0.997904,-0.062296,0.017469,0.001468,3.140838,-0.035055,-0.124679,0.000129,0.000313,-0.002114,0.002038,0.003694,0.000713,-1.799029,0.559122,0.755822,-0.394030,-1.273756,-0.051656,-0.557443,-0.038045,0.134729,-2.309845,0.019789,2.305780,0.474342
1.959195,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.469139,-0.208962,0.218409,0.997902,-0.062303,0.017520,0.001497,0.469141,-0.208954,0.218243,0.997905,-0.062301,0.017385,0.001417,3.140931,-0.034880,-0.124690,0.000847,0.000739,-0.000778,0.000737,0.000954,0.000815,-1.662850,0.545800,0.886716,-0.423607,-1.282714,-0.037680,-0.557443,-0.037778,0.134724,-2.309774,0.019790,2.305779,0.474345
2.010300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.469139,-0.208962,0.218409,0.997902,-0.062303,0.017520,0.001497,0.469130,-0.208949,0.218164,0.997906,-0.062301,0.017318,0.001379,3.140999,-0.034742,-0.124692,-0.000354,0.000152,-0.001032,0.001199,0.002107,0.000304,-1.499108,0.457211,0.816119,-0.373583,-1.180307,-0.044182,-0.557446,-0.037609,0.134723,-2.309759,0.019793,2.305780,0.474339
2.059999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.469139,-0.208962,0.218409,0.997902,-0.062303,0.017520,0.001497,0.469130,-0.208947,0.218132,0.997907,-0.062302,0.017291,0.001366,3.141021,-0.034686,-0.124694,-0.000145,0.000134,-0.000976,-0.000598,0.002847,0.001011,-1.445898,0.465189,0.831305,-0.374059,-1.154340,-0.031148,-0.557444,-0.037530,0.134722,-2.309739,0.019785,2.305779,0.474347
2.110268,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.469139,-0.208962,0.218409,0.997902,-0.062303,0.017520,0.001497,0.469123,-0.208943,0.218097,0.997907,-0.062303,0.017261,0.001348,3.141053,-0.034624,-0.124696,-0.000574,0.000577,-0.001301,0.000539,0.003043,0.001265,-1.396583,0.410863,0.800071,-0.343909,-1.116624,-0.045575,-0.557442,-0.037461,0.134720,-2.309739,0.019790,2.305778,0.474344
2.160142,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.469139,-0.208962,0.218409,0.997902,-0.062303,0.017520,0.001497,0.469123,-0.208944,0.218081,0.997907,-0.062304,0.017249,0.001340,3.141067,-0.034601,-0.124699,0.000409,-0.000763,0.000521,-0.000649,-0.001253,-0.001125,-1.346179,0.413326,0.783684,-0.340167,-1.093008,-0.033185,-0.557447,-0.037420,0.134722,-2.309727,0.019790,2.305781,0.474344
2.210861,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.469139,-0.208962,0.218409,0.997902,-0.062303,0.017520,0.001497,0.469124,-0.208940,0.218070,0.997908,-0.062298,0.017241,0.001335,3.141076,-0.034583,-0.124687,0.000878,0.000672,0.001638,-0.002106,-0.001793,0.004206,-1.353751,0.363598,0.780774,-0.314141,-1.086055,-0.054619,-0.557442,-0.037396,0.134723,-2.309725,0.019790,2.305782,0.474337
2.261188,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.469139,-0.208962,0.218409,0.997902,-0.062303,0.017520,0.001497,0.469121,-0.208941,0.218061,0.997908,-0.062304,0.017233,0.001330,3.141084,-0.034567,-0.124700,-0.000419,0.000133,-0.000278,0.000809,0.000164,-0.003015,-1.388745,0.346488,0.865151,-0.321752,-1.130007,-0.074592,-0.557445,-0.037380,0.134722,-2.309727,0.019792,2.305782,0.474345
2.310955,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.469139,-0.208962,0.218409,0.997902,-0.062303,0.017520,0.001497,0.469123,-0.208941,0.218060,0.997908,-0.062301,0.017232,0.001330,3.141085,-0.034565,-0.124693,0.000406,0.000528,0.000024,-0.000170,-0.000494,0.001924,-1.326818,0.341396,0.789496,-0.312247,-1.078282,-0.063437,-0.557443,-0.037371,0.134722,-2.309719,0.019790,2.305782,0.474341
2.360920,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.469139,-0.208962,0.218409,0.997902,-0.062303,0.017520,0.001497,0.469124,-0.208945,0.218060,0.997907,-0.062307,0.017233,0.001329,3.141087,-0.034566,-0.124704,0.000013,-0.000945,0.000952,-0.000487,-0.001091,-0.001927,-1.286692,0.337905,0.784752,-0.312488,-1.054618,-0.059226,-0.557449,-0.037364,0.134720,-2.309710,0.019792,2.305780,0.474343
2.410284,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.469139,-0.208962,0.218409,0.997902,-0.062303,0.017520,0.001497,0.469127,-0.208942,0.218053,0.997908,-0.062302,0.017227,0.001325,3.141094,-0.034553,-0.124695,0.000811,-0.000136,0.000812,-0.000365,-0.001425,0.001152,-1.323245,0.371193,0.836822,-0.332735,-1.096339,-0.046895,-0.557442,-0.037342,0.134720,-2.309701,0.019792,2.305778,0.474340
2.460283,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.469139,-0.208962,0.218409,0.997902,-0.062303,0.017520,0.001497,0.469126,-0.208945,0.218044,0.997908,-0.062308,0.017221,0.001321,3.141102,-0.034541,-0.124707,0.000127,-0.000374,-0.000395,0.000607,-0.000843,-0.003338,-1.249340,0.381673,0.745456,-0.320792,-1.025907,-0.028650,-0.557447,-0.037318,0.134718,-2.309694,0.019793,2.305780,0.474345
2.510952,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.469139,-0.208962,0.218409,0.997902,-0.062303,0.017520,0.001497,0.469124,-0.208942,0.218030,0.997908,-0.062307,0.017208,0.001314,3.141114,-0.034514,-0.124706,0.000320,0.000525,0.000101,0.000843,-0.000868,-0.000181,-1.286671,0.325411,0.767468,-0.301328,-1.053133,-0.062639,-0.557447,-0.037290,0.134720,-2.309694,0.019793,2.305779,0.474346
2.560982,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.469139,-0.208962,0.218409,0.997902,-0.062303,0.017520,0.001497,0.469123,-0.208940,0.218015,0.997908,-0.062305,0.017196,0.001307,3.141127,-0.034489,-0.124701,0.000069,0.000593,-0.000645,0.001407,0.000502,-0.001061,-1.254146,0.316465,0.691740,-0.288856,-1.011956,-0.060004,-0.557442,-0.037255,0.134719,-2.309688,0.019793,2.305781,0.474344
2.611102,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.469139,-0.208962,0.218409,0.997902,-0.062303,0.017520,0.001497,0.469124,-0.208943,0.218010,0.997908,-0.062306,0.017193,0.001305,3.141130,-0.034483,-0.124704,0.000486,-0.000195,0.000524,-0.000393,-0.001865,-0.000456,-1.295925,0.386394,0.717266,-0.325356,-1.046227,-0.037326,-0.557450,-0.037237,0.134721,-2.309678,0.019792,2.305782,0.474342
2.661147,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.469139,-0.208962,0.218409,0.997902,-0.062303,0.017520,0.001497,0.469125,-0.208938,0.218002,0.997909,-0.062301,0.017185,0.001302,3.141135,-0.034467,-0.124694,0.000222,0.000525,-0.000225,0.000105,0.000254,0.001809,-1.309134,0.362381,0.722563,-0.316258,-1.053732,-0.051214,-0.557444,-0.037221,0.134724,-2.309676,0.019790,2.305779,0.474342
2.711180,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.469139,-0.208962,0.218409,0.997902,-0.062303,0.017520,0.001497,0.469125,-0.208939,0.217998,0.997908,-0.062304,0.017181,0.001298,3.141143,-0.034459,-0.124699,-0.000174,0.000844,-0.000249,0.000863,0.001832,0.001900,-1.331300,0.329829,0.734134,-0.307447,-1.069102,-0.070014,-0.557445,-0.037209,0.134722,-2.309672,0.019793,2.305777,0.474342
2.761313,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.469139,-0.208962,0.218409,0.997902,-0.062303,0.017520,0.001497,0.469128,-0.208942,0.218002,0.997908,-0.062306,0.017186,0.001300,3.141139,-0.034469,-0.124703,0.000997,-0.000335,0.001638,-0.001209,-0.004430,-0.000756,-1.281835,0.393930,0.727377,-0.329833,-1.041945,-0.031014,-0.557445,-0.037208,0.134720,-2.309664,0.019793,2.305779,0.474344
2.811217,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.469139,-0.208962,0.218409,0.997902,-0.062303,0.017520,0.001497,0.469124,-0.208941,0.217988,0.997909,-0.062303,0.017173,0.001295,3.141148,-0.034443,-0.124698,-0.000000,-0.000262,-0.000190,0.000030,0.000365,0.001252,-1.316244,0.297043,0.768246,-0.294633,-1.064944,-0.079755,-0.557447,-0.037185,0.134721,-2.309667,0.019790,2.305778,0.474339
