step,ep,r1,l1,raw_ly,raw_lx,raw_r2,raw_l2,r2_ready,l2_ready,act0,act1,act2,contact,progress,paused,shielded,meas_x,meas_y,meas_z
1632,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1633,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1634,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1635,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1636,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1637,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1638,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1639,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1640,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1641,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1642,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1643,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1644,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1645,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1646,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0573
1647,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1648,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1649,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1650,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1651,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1652,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1653,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1654,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1655,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1656,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1657,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1658,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1659,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1660,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1661,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1662,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1663,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1664,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1665,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1666,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1667,11,0,0,0.000,-0.032,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1668,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1669,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1670,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1671,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1672,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1673,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1674,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1675,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1676,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1677,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1678,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1679,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1680,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1681,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0573
1682,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0573
1683,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1684,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1685,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1686,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1687,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1688,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1689,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1690,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1691,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1692,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1693,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1694,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1695,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1696,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1697,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1698,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1699,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1700,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1701,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1702,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1703,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1704,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1705,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1706,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1707,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1708,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1709,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1710,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1711,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1712,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1713,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1714,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1715,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1716,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1717,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1718,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1719,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1720,11,0,0,0.000,-0.032,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1721,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1722,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1723,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1724,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1725,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1726,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1727,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1728,11,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
1729,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,0.333,0,0,0.2494,-0.0048,0.0617
1730,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,0.667,0,0,0.2489,-0.0043,0.0576
1731,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0046,0.0567
1732,12,0,0,0.000,-0.032,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0571
1733,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1734,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1735,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1736,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1737,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1738,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1739,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1740,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1741,12,0,0,0.000,-0.032,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1742,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1743,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1744,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1745,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1746,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1747,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1748,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1749,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1750,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1751,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1752,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1753,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1754,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1755,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1756,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1757,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1758,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1759,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1760,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1761,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1762,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1763,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1764,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1765,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1766,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1767,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1768,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1769,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1770,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1771,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1772,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1773,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1774,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1775,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1776,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1777,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1778,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1779,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1780,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1781,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1782,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1783,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1784,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1785,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1786,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1787,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1788,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1789,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1790,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1791,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1792,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1793,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1794,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
1795,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1796,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
1797,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1798,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1799,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1800,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1801,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1802,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1803,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1804,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1805,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1806,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1807,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1808,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1809,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1810,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1811,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1812,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1813,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1814,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1815,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1816,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1817,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1818,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1819,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1820,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1821,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1822,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1823,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1824,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1825,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1826,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1827,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1828,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
1829,12,0,0,0.000,-0.039,-1.000,-1.000,1,1,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0572
