step,ep,r1,l1,raw_ly,raw_lx,raw_r2,raw_l2,r2_ready,l2_ready,act0,act1,act2,contact,progress,paused,shielded,meas_x,meas_y,meas_z
0,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,0.333,0,0,0.2492,-0.0049,0.0616
1,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,0.667,0,0,0.2488,-0.0043,0.0574
2,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0046,0.0567
3,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0044,0.0570
4,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
5,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
6,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
7,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
8,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
9,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
10,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
11,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
12,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
13,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
14,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
15,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
16,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
17,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
18,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
19,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
20,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
21,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
22,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
23,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
24,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
25,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
26,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
27,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
28,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
29,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
30,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
31,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
32,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
33,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
34,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
35,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
36,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
37,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
38,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
39,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
40,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
41,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
42,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
43,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
44,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
45,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
46,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
47,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
48,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
49,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
50,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
51,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
52,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
53,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
54,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
55,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
56,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
57,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
58,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
59,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
60,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
61,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
62,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
63,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
64,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
65,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
66,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
67,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
68,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
69,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
70,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
71,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
72,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
73,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
74,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
75,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
76,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
77,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
78,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
79,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
80,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
81,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
82,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
83,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
84,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
85,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
86,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
87,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
88,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
89,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
90,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
91,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
92,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
93,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
94,0,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
95,0,0,0,0.055,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
96,0,0,0,0.024,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
97,0,0,0,0.024,-0.047,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
98,0,0,0,0.024,-0.047,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
99,0,0,0,0.024,-0.047,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
100,0,0,0,0.024,-0.047,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
101,0,0,0,0.024,-0.047,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
102,0,0,0,0.024,-0.047,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
103,0,0,0,0.024,-0.047,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
104,0,0,0,0.024,-0.047,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
105,0,0,0,0.024,-0.047,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
106,0,0,0,0.024,-0.047,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
107,0,0,0,0.024,-0.047,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
108,0,0,0,0.024,-0.047,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
109,0,0,0,0.024,-0.047,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
110,0,0,0,0.024,-0.047,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
111,0,0,0,0.024,-0.047,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
112,0,0,0,0.024,-0.047,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
113,0,1,0,0.024,-0.047,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
114,0,1,0,0.024,-0.047,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
115,0,1,0,0.024,-0.047,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
116,0,1,0,0.024,-0.047,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
117,0,1,0,0.024,-0.047,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
118,0,1,0,0.024,-0.047,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
119,0,1,0,0.024,-0.047,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
120,0,1,0,0.024,-0.047,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
121,0,1,0,0.024,-0.047,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
122,0,1,0,0.024,-0.047,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
123,0,1,0,0.024,-0.047,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
124,0,1,0,0.024,-0.047,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
125,0,1,0,0.024,-0.047,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
126,0,1,0,0.024,-0.047,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
127,0,1,0,0.024,-0.047,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
128,0,1,0,0.024,-0.047,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
129,0,1,0,0.024,-0.047,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
130,0,1,0,0.024,-0.047,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
131,0,1,0,0.024,-0.047,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
132,0,1,0,0.024,-0.047,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
133,0,1,0,0.024,-0.047,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
134,0,1,0,0.024,-0.047,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
135,0,1,0,0.024,-0.047,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
136,0,1,0,0.024,-0.047,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
137,0,1,0,0.024,-0.047,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
138,0,1,0,0.024,-0.047,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
139,0,1,0,0.024,-0.047,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
140,0,1,0,0.024,-0.047,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
141,0,1,0,0.024,-0.047,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
142,0,1,0,0.024,-0.047,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
143,0,1,0,0.024,-0.047,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
144,0,1,0,0.024,-0.047,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
145,0,1,0,0.024,-0.047,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
146,0,1,0,0.024,-0.047,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
147,0,1,0,0.024,-0.047,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
148,0,1,0,0.024,-0.047,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
149,0,1,0,0.024,-0.047,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
150,0,1,0,0.024,-0.047,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
151,0,1,0,0.024,-0.047,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
152,0,1,0,0.024,-0.047,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
153,0,1,0,0.024,-0.047,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
154,1,1,0,0.024,-0.047,0.000,0.000,0,0,-0.000,0.000,0.000,0,0.250,0,0,0.2493,-0.0046,0.0617
155,1,1,0,0.024,-0.047,0.000,0.000,0,0,-0.000,0.000,0.000,0,0.500,0,0,0.2490,-0.0043,0.0580
156,1,1,0,0.024,-0.047,0.000,0.000,0,0,-0.000,0.000,0.000,0,0.750,0,0,0.2490,-0.0045,0.0571
157,1,1,0,0.024,-0.047,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
158,1,1,0,0.024,-0.047,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
159,1,1,0,0.024,-0.047,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0572
160,1,1,0,0.024,-0.047,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0573
161,1,1,0,0.024,-0.047,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0573
162,1,1,0,0.024,-0.047,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0573
163,1,1,0,0.024,-0.047,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0573
164,1,1,0,0.024,-0.047,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0573
165,1,1,0,0.024,-0.047,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0573
166,1,1,0,0.024,-0.047,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0573
167,1,1,0,0.024,-0.047,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0573
168,1,1,0,0.024,-0.047,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0573
169,1,1,0,0.024,-0.047,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0573
170,1,0,0,0.024,-0.047,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0573
171,1,0,0,0.024,-0.047,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0573
172,1,0,0,0.024,-0.047,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0573
173,1,0,0,0.024,-0.047,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0573
174,1,0,0,0.024,-0.047,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0573
175,1,0,0,0.024,-0.047,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0573
176,1,0,0,0.024,-0.047,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0573
177,1,0,0,0.024,-0.047,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0573
178,1,0,0,0.024,-0.047,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0573
179,1,0,0,0.024,-0.047,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0573
180,1,0,0,0.024,-0.047,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0573
181,1,0,0,0.024,-0.047,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0573
182,1,0,0,0.024,-0.047,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0573
183,1,0,0,0.024,-0.047,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0573
184,1,0,0,0.024,-0.047,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0573
185,1,0,0,0.024,-0.047,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0573
186,1,0,0,0.024,-0.047,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0573
187,1,0,0,0.024,-0.047,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0573
188,1,0,0,0.024,-0.047,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0573
189,1,0,0,0.024,-0.047,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0573
190,1,0,0,0.024,-0.047,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0573
191,1,0,0,0.024,-0.047,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0573
192,1,0,0,0.024,-0.047,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0573
193,1,0,0,0.024,-0.047,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0573
194,1,0,0,0.024,-0.047,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0573
195,1,0,0,0.024,-0.047,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0573
196,1,0,0,0.024,-0.047,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0573
197,1,0,0,0.024,-0.047,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0573
198,1,0,0,0.024,-0.047,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0573
199,1,0,0,0.024,-0.047,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0573
200,1,0,0,0.024,-0.047,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0573
201,1,0,0,0.024,-0.047,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0573
202,1,0,0,0.024,-0.047,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0573
203,1,0,0,0.024,-0.047,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0573
204,1,0,0,0.024,-0.047,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0573
205,1,0,0,0.024,-0.047,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0573
206,1,0,0,0.024,-0.047,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0573
207,1,0,0,0.024,-0.047,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2489,-0.0045,0.0573
