step,ep,r1,l1,raw_ly,raw_lx,raw_r2,raw_l2,r2_ready,l2_ready,act0,act1,act2,contact,progress,paused,shielded,meas_x,meas_y,meas_z
20,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
21,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
22,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
23,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
24,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
25,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
26,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
27,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
28,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
29,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
30,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
31,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
32,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
33,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
34,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
35,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
36,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
37,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
38,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
39,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
40,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
41,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
42,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
43,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
44,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
45,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
46,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
47,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
48,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
49,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
50,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
51,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
52,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
53,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
54,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
55,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
56,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
57,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
58,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
59,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
60,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
61,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
62,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
63,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
64,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
65,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
66,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
67,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
68,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
69,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
70,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
71,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
72,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
73,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
74,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
75,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
76,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
77,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
78,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
79,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
80,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
81,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
82,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
83,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
84,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
85,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
86,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
87,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
88,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
89,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
90,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
91,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
92,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
93,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
94,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
95,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
96,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
97,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
98,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
99,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
100,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
101,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
102,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
103,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
104,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
105,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
106,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
107,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
108,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
109,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
110,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
111,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
112,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
113,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
114,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
115,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
116,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
117,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
118,0,0,0,0.000,-0.032,0.000,0.000,0,0,0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
119,0,1,0,0.000,-0.032,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
120,0,1,0,0.000,-0.032,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
121,0,1,0,0.000,-0.032,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
122,0,1,0,0.000,-0.032,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
123,0,1,0,0.000,-0.032,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
124,0,1,0,0.000,-0.032,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
125,0,1,0,0.000,-0.032,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
126,0,1,0,0.000,-0.032,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
127,0,1,0,0.000,-0.032,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
128,0,1,0,0.000,-0.032,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
129,0,1,0,0.000,-0.032,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
130,0,1,0,0.000,-0.032,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
131,0,1,0,0.000,-0.032,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
132,0,1,0,0.000,-0.032,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
133,0,1,0,0.000,-0.032,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
134,0,1,0,0.000,-0.032,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
135,0,1,0,0.000,-0.032,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
136,0,1,0,0.000,-0.032,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
137,0,1,0,0.000,-0.032,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
138,0,1,0,0.008,-0.055,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
139,0,1,0,0.008,-0.055,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
140,0,1,0,0.008,-0.055,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
141,0,1,0,0.008,-0.016,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
142,0,1,0,0.008,0.047,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
143,0,1,0,0.008,0.291,0.000,0.000,0,0,-0.000,0.055,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
144,0,1,0,-0.008,0.110,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
145,0,1,0,-0.008,-0.008,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
146,0,1,0,-0.008,-0.008,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
147,0,1,0,-0.008,0.024,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0045,0.0573
148,0,1,0,-0.150,0.409,0.000,0.000,0,0,-0.000,0.213,0.000,0,1.000,0,0,0.2491,-0.0045,0.0573
149,0,1,0,-0.087,0.283,0.000,0.000,0,0,-0.000,0.045,0.000,0,1.000,0,0,0.2492,-0.0044,0.0574
150,0,1,0,-0.032,0.000,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2493,-0.0044,0.0574
151,0,1,0,-0.032,-0.008,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2493,-0.0044,0.0574
152,0,1,0,-0.110,0.252,0.000,0.000,0,0,-0.000,0.003,0.000,0,1.000,0,0,0.2493,-0.0044,0.0574
153,0,1,0,-0.307,0.748,0.000,0.000,0,0,0.076,0.664,0.000,0,1.000,0,0,0.2495,-0.0042,0.0575
154,1,1,0,-0.008,-0.008,0.000,0.000,0,0,-0.000,0.000,0.000,0,0.250,0,0,0.2495,-0.0048,0.0618
155,1,1,0,-0.008,-0.008,0.000,0.000,0,0,-0.000,0.000,0.000,0,0.500,0,0,0.2496,-0.0041,0.0579
156,1,1,0,0.000,-0.008,0.000,0.000,0,0,-0.000,0.000,0.000,0,0.750,0,0,0.2494,-0.0045,0.0569
157,1,1,0,0.000,-0.008,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2492,-0.0045,0.0572
158,1,1,0,0.000,-0.008,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2491,-0.0045,0.0573
159,1,1,0,0.000,-0.008,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2491,-0.0045,0.0573
160,1,1,0,0.000,-0.008,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2491,-0.0045,0.0573
161,1,1,0,-0.016,0.024,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2491,-0.0045,0.0573
162,1,1,0,-0.165,0.591,0.000,0.000,0,0,-0.000,0.454,0.000,0,1.000,0,0,0.2491,-0.0043,0.0573
163,1,1,0,-0.165,0.331,0.000,0.000,0,0,-0.000,0.108,0.000,0,1.000,0,0,0.2492,-0.0034,0.0573
164,1,1,0,-0.047,0.016,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2492,-0.0034,0.0574
165,1,1,0,-0.016,0.000,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2492,-0.0034,0.0574
166,1,1,0,0.000,-0.008,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2492,-0.0034,0.0574
167,1,1,0,0.000,0.031,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2492,-0.0034,0.0574
168,1,1,0,0.000,0.031,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2492,-0.0034,0.0574
169,1,1,0,0.024,0.008,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2492,-0.0034,0.0574
170,1,1,0,0.228,0.008,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2492,-0.0034,0.0574
171,1,1,0,0.291,0.016,0.000,0.000,0,0,-0.055,0.000,0.000,0,1.000,0,0,0.2492,-0.0034,0.0574
172,1,1,0,0.031,-0.039,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2492,-0.0034,0.0574
173,1,1,0,-0.008,-0.032,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2492,-0.0034,0.0574
174,1,1,0,-0.402,0.094,0.000,0.000,0,0,0.202,0.000,0.000,0,1.000,0,0,0.2492,-0.0034,0.0574
175,1,1,0,-0.724,0.118,0.000,0.000,0,0,0.633,0.000,0.000,0,1.000,0,0,0.2492,-0.0033,0.0573
176,1,1,0,-0.661,0.118,0.000,0.000,0,0,0.549,0.000,0.000,0,1.000,0,0,0.2492,-0.0032,0.0573
177,1,1,0,-0.055,0.008,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2492,-0.0032,0.0573
178,1,1,0,-0.024,-0.024,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2492,-0.0032,0.0573
179,1,1,0,-0.032,-0.024,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2492,-0.0032,0.0573
180,1,1,0,-0.976,0.252,0.000,0.000,0,0,0.969,0.003,0.000,0,0.888,0,0,0.2492,-0.0031,0.0573
181,1,1,0,-0.984,0.260,0.000,0.000,0,0,0.979,0.013,0.000,0,0.773,0,0,0.2494,-0.0029,0.0573
182,1,1,0,-0.291,0.102,0.000,0.000,0,0,0.055,0.000,0.000,0,1.000,0,0,0.2494,-0.0027,0.0574
183,1,1,0,-0.008,-0.039,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2493,-0.0027,0.0574
184,1,1,0,-0.008,-0.047,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2493,-0.0027,0.0574
185,1,1,0,-0.024,-0.047,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2493,-0.0027,0.0574
186,1,1,0,-0.827,-0.173,0.000,0.000,0,0,0.769,0.000,0.000,0,0.963,0,0,0.2493,-0.0027,0.0574
187,1,1,0,-0.008,-0.071,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2493,-0.0026,0.0574
188,1,1,0,0.063,-0.063,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2493,-0.0026,0.0574
189,1,1,0,0.724,-0.291,0.000,0.000,0,0,-0.633,-0.055,0.000,0,1.000,0,0,0.2493,-0.0026,0.0574
190,1,1,0,0.968,-0.425,0.000,0.000,0,0,-0.958,-0.234,0.000,0,1.000,0,0,0.2492,-0.0029,0.0574
191,1,1,0,0.622,-0.394,0.000,0.000,0,0,-0.496,-0.192,0.000,0,1.000,0,0,0.2491,-0.0036,0.0574
192,1,1,0,0.039,-0.032,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0038,0.0573
193,1,1,0,0.047,-0.032,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2491,-0.0038,0.0573
194,1,1,0,0.339,-0.032,0.000,0.000,0,0,-0.118,0.000,0.000,0,1.000,0,0,0.2491,-0.0038,0.0573
195,1,1,0,0.921,0.000,0.000,0.000,0,0,-0.895,0.000,0.000,0,1.000,0,0,0.2491,-0.0038,0.0573
196,1,1,0,0.173,-0.024,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2491,-0.0039,0.0573
197,1,1,0,0.016,-0.016,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0039,0.0573
198,1,1,0,0.016,-0.024,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0039,0.0573
199,1,1,0,0.024,-0.016,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0039,0.0573
200,1,1,0,0.189,-0.024,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0039,0.0573
201,1,1,0,1.000,0.110,0.000,0.000,0,0,-1.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0040,0.0573
202,1,1,0,1.000,0.126,0.000,0.000,0,0,-1.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0042,0.0573
203,1,1,0,0.055,0.063,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0043,0.0573
204,1,1,0,0.008,0.000,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.2490,-0.0043,0.0572
