step,ep,r1,l1,raw_ly,raw_lx,raw_r2,raw_l2,r2_ready,l2_ready,act0,act1,act2,contact,progress,paused,shielded,cmd_z,meas_x,meas_y,meas_z
106,0,0,0,-0.032,-0.039,0.000,0.000,0,0,0.000,0.000,0.000,1,1.000,1,1,0.0576,0.2251,-0.0357,0.0493
107,0,1,0,-0.032,-0.039,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.0576,0.2270,-0.0339,0.0495
108,0,1,0,-0.032,-0.039,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.0576,0.2282,-0.0329,0.0497
109,0,1,0,-0.032,-0.039,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.0576,0.2300,-0.0313,0.0500
110,0,1,0,-0.032,-0.039,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.0576,0.2313,-0.0304,0.0503
111,0,1,0,-0.024,-0.039,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.0576,0.2325,-0.0297,0.0508
112,0,1,0,-0.024,-0.055,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.0576,0.2337,-0.0290,0.0515
113,0,1,0,-0.016,-0.063,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.0576,0.2349,-0.0283,0.0523
114,0,1,0,-0.008,-0.063,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.0576,0.2361,-0.0278,0.0530
115,0,0,0,0.000,-0.063,0.000,0.000,0,0,0.000,0.000,0.000,1,1.000,1,1,0.0576,0.2353,-0.0293,0.0532
116,0,0,0,0.000,-0.063,0.000,0.000,0,0,0.000,0.000,0.000,1,1.000,1,1,0.0576,0.2344,-0.0302,0.0527
117,0,0,0,0.000,-0.063,0.000,0.000,0,0,0.000,0.000,0.000,1,1.000,1,1,0.0576,0.2336,-0.0308,0.0522
118,0,0,0,0.000,-0.063,0.000,0.000,0,0,0.000,0.000,0.000,1,1.000,1,1,0.0576,0.2328,-0.0313,0.0516
119,0,0,0,0.000,-0.063,0.000,0.000,0,0,0.000,0.000,0.000,1,1.000,1,1,0.0576,0.2320,-0.0317,0.0512
120,0,1,0,0.000,-0.063,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.0576,0.2340,-0.0296,0.0515
121,0,1,0,0.000,-0.063,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.0576,0.2352,-0.0287,0.0520
122,0,1,0,-0.024,-0.063,0.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.0576,0.2368,-0.0279,0.0527
123,0,1,0,-0.740,-0.087,0.000,0.000,0,0,0.654,0.000,0.000,0,1.000,0,0,0.0576,0.2379,-0.0273,0.0536
124,0,1,0,-1.000,-0.102,0.000,0.000,0,0,1.000,0.000,0.000,0,1.000,0,0,0.0576,0.2395,-0.0267,0.0542
125,0,1,0,-1.000,-0.102,0.000,0.000,0,0,1.000,0.000,0.000,0,1.000,0,0,0.0576,0.2408,-0.0262,0.0550
126,0,1,0,-0.984,-0.323,0.000,0.000,0,0,0.979,-0.097,0.000,0,1.000,0,0,0.0576,0.2425,-0.0257,0.0557
127,0,1,0,-0.921,-0.512,0.000,0.000,0,0,0.895,-0.349,0.000,0,1.000,0,0,0.0576,0.2440,-0.0254,0.0562
128,0,1,0,-0.898,-0.528,0.000,0.000,0,0,0.864,-0.370,0.000,0,1.000,0,0,0.0576,0.2458,-0.0250,0.0568
129,0,1,0,-0.898,-0.528,0.000,0.000,0,0,0.864,-0.370,0.000,0,1.000,0,0,0.0576,0.2476,-0.0247,0.0573
130,0,1,0,-0.898,-0.528,0.000,0.000,0,0,0.864,-0.370,0.000,0,1.000,0,0,0.0576,0.2496,-0.0244,0.0578
131,0,1,0,-0.882,-0.535,0.000,0.000,0,0,0.843,-0.381,0.000,0,1.000,0,0,0.0576,0.2515,-0.0242,0.0582
132,0,1,0,-0.882,-0.535,0.000,0.000,0,0,0.843,-0.381,0.000,0,1.000,0,0,0.0576,0.2538,-0.0232,0.0588
133,0,1,0,0.008,-0.079,1.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.0576,0.2560,-0.0219,0.0590
134,0,1,0,0.000,-0.039,1.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.0576,0.2582,-0.0206,0.0590
135,0,1,0,0.000,-0.039,1.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.0576,0.2597,-0.0202,0.0590
136,0,1,0,0.000,-0.039,1.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.0576,0.2614,-0.0198,0.0593
137,0,1,0,0.000,-0.063,1.000,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.0576,0.2628,-0.0197,0.0595
138,0,1,0,0.000,-0.079,-0.701,0.000,0,0,-0.000,0.000,0.000,0,1.000,0,0,0.0576,0.2642,-0.0194,0.0598
139,0,1,0,0.000,-0.079,-1.000,0.000,1,0,-0.000,0.000,0.000,0,1.000,0,0,0.0576,0.2657,-0.0192,0.0601
140,0,1,0,0.000,-0.079,-1.000,0.000,1,0,-0.000,0.000,0.000,0,1.000,0,0,0.0576,0.2669,-0.0190,0.0604
141,0,1,0,0.000,-0.079,-1.000,0.000,1,0,-0.000,0.000,0.000,0,1.000,0,0,0.0576,0.2683,-0.0187,0.0607
142,0,1,0,0.000,-0.079,-1.000,0.000,1,0,-0.000,0.000,0.000,0,1.000,0,0,0.0576,0.2693,-0.0184,0.0610
143,0,1,0,0.000,-0.079,-1.000,0.000,1,0,-0.000,0.000,0.000,0,1.000,0,0,0.0576,0.2703,-0.0181,0.0612
144,0,1,0,0.008,-0.079,-1.000,0.000,1,0,-0.000,0.000,0.000,0,1.000,0,0,0.0576,0.2710,-0.0178,0.0615
145,0,0,0,0.016,-0.079,-1.000,0.000,1,0,0.000,0.000,0.000,1,1.000,1,1,0.0576,0.2702,-0.0196,0.0621
146,0,0,0,0.000,-0.079,-1.000,0.000,1,0,0.000,0.000,0.000,1,1.000,1,1,0.0576,0.2702,-0.0205,0.0622
147,0,0,0,0.000,-0.079,-1.000,0.000,1,0,0.000,0.000,0.000,1,1.000,1,1,0.0576,0.2701,-0.0210,0.0619
148,0,0,0,0.000,-0.079,-1.000,0.000,1,0,0.000,0.000,0.000,1,1.000,1,1,0.0576,0.2699,-0.0210,0.0614
149,0,0,0,0.000,-0.079,-1.000,0.000,1,0,0.000,0.000,0.000,1,1.000,1,1,0.0576,0.2697,-0.0211,0.0611
150,0,0,0,0.000,-0.079,-1.000,0.000,1,0,0.000,0.000,0.000,1,1.000,1,1,0.0576,0.2695,-0.0212,0.0608
151,0,1,0,0.000,-0.079,-1.000,0.000,1,0,-0.000,0.000,0.000,0,1.000,0,0,0.0576,0.2713,-0.0192,0.0608
152,0,1,0,0.000,-0.079,-1.000,0.000,1,0,-0.000,0.000,0.000,0,1.000,0,0,0.0576,0.2727,-0.0185,0.0611
153,0,1,0,0.000,-0.079,-1.000,0.000,1,0,-0.000,0.000,0.000,0,1.000,0,0,0.0576,0.2736,-0.0175,0.0615
154,0,0,0,0.000,-0.079,-1.000,0.000,1,0,0.000,0.000,0.000,1,1.000,1,1,0.0576,0.2740,-0.0188,0.0624
155,0,0,0,0.000,-0.079,-1.000,0.000,1,0,0.000,0.000,0.000,1,1.000,1,1,0.0576,0.2746,-0.0194,0.0626
156,0,0,0,0.000,-0.079,-1.000,0.000,1,0,0.000,0.000,0.000,1,1.000,1,1,0.0576,0.2750,-0.0194,0.0625
157,0,0,0,0.000,-0.079,-1.000,0.000,1,0,0.000,0.000,0.000,1,1.000,1,1,0.0576,0.2753,-0.0194,0.0624
158,0,0,0,0.000,-0.079,-1.000,0.000,1,0,0.000,0.000,0.000,1,1.000,1,1,0.0576,0.2757,-0.0194,0.0625
159,0,0,0,0.000,-0.079,-1.000,0.000,1,0,0.000,0.000,0.000,1,1.000,1,1,0.0576,0.2760,-0.0194,0.0625
160,0,0,0,0.000,-0.071,-1.000,0.000,1,0,0.000,0.000,0.000,1,1.000,1,1,0.0576,0.2763,-0.0194,0.0625
161,0,0,0,0.000,-0.071,-1.000,0.000,1,0,0.000,0.000,0.000,1,1.000,1,1,0.0576,0.2766,-0.0194,0.0625
162,0,0,0,0.000,-0.071,-1.000,0.000,1,0,0.000,0.000,0.000,1,1.000,1,1,0.0576,0.2769,-0.0194,0.0625
163,0,0,0,0.000,-0.071,-1.000,0.000,1,0,0.000,0.000,0.000,1,1.000,1,1,0.0576,0.2772,-0.0194,0.0626
164,0,0,0,0.000,-0.071,-1.000,0.000,1,0,0.000,0.000,0.000,1,1.000,1,1,0.0576,0.2775,-0.0193,0.0626
165,0,0,0,0.000,-0.071,-1.000,0.000,1,0,0.000,0.000,0.000,1,1.000,1,1,0.0576,0.2778,-0.0193,0.0626
166,0,0,0,0.000,-0.071,-1.000,0.000,1,0,0.000,0.000,0.000,1,1.000,1,1,0.0576,0.2781,-0.0193,0.0627
167,0,0,0,0.000,-0.071,-1.000,0.000,1,0,0.000,0.000,0.000,1,1.000,1,1,0.0576,0.2784,-0.0193,0.0627
168,0,0,0,0.000,-0.071,-1.000,0.000,1,0,0.000,0.000,0.000,1,1.000,1,1,0.0576,0.2787,-0.0193,0.0627
169,0,0,0,0.000,-0.071,-1.000,0.000,1,0,0.000,0.000,0.000,1,1.000,1,1,0.0576,0.2790,-0.0193,0.0627
170,0,0,0,0.000,-0.071,-1.000,0.000,1,0,0.000,0.000,0.000,1,1.000,1,1,0.0576,0.2788,-0.0193,0.0627
171,0,0,0,0.000,-0.071,-1.000,0.000,1,0,0.000,0.000,0.000,1,1.000,1,1,0.0576,0.2790,-0.0194,0.0627
172,0,0,0,0.000,-0.071,-1.000,0.000,1,0,0.000,0.000,0.000,1,1.000,1,1,0.0576,0.2796,-0.0204,0.0636
173,0,0,0,0.000,-0.071,-1.000,0.000,1,0,0.000,0.000,0.000,1,1.000,1,1,0.0576,0.2794,-0.0221,0.0670
174,0,0,0,0.000,-0.071,-1.000,0.000,1,0,0.000,0.000,0.000,1,1.000,1,1,0.0576,0.2765,-0.0243,0.0718
175,0,0,0,0.000,-0.071,-1.000,0.000,1,0,0.000,0.000,0.000,1,1.000,1,1,0.0576,0.2733,-0.0260,0.0768
176,0,0,0,0.000,-0.071,-1.000,0.000,1,0,0.000,0.000,0.000,1,1.000,1,1,0.0576,0.2717,-0.0265,0.0790
177,0,0,0,0.000,-0.071,-1.000,0.000,1,0,0.000,0.000,0.000,1,1.000,1,1,0.0576,0.2716,-0.0266,0.0797
178,0,0,0,0.000,-0.071,-1.000,0.000,1,0,0.000,0.000,0.000,1,1.000,1,1,0.0576,0.2721,-0.0263,0.0796
179,0,0,0,0.000,-0.071,-1.000,0.000,1,0,0.000,0.000,0.000,1,1.000,1,1,0.0576,0.2729,-0.0257,0.0791
180,0,0,0,0.000,-0.071,-1.000,0.000,1,0,0.000,0.000,0.000,1,1.000,1,1,0.0576,0.2737,-0.0253,0.0785
181,0,0,0,0.000,-0.071,-1.000,0.000,1,0,0.000,0.000,0.000,1,1.000,1,1,0.0576,0.2745,-0.0246,0.0777
182,0,0,0,0.000,-0.071,-1.000,0.000,1,0,0.000,0.000,0.000,1,1.000,1,1,0.0576,0.2752,-0.0241,0.0769
183,0,0,0,0.000,-0.071,-1.000,0.000,1,0,0.000,0.000,0.000,1,1.000,1,1,0.0576,0.2753,-0.0238,0.0762
184,0,0,0,0.000,-0.071,-1.000,0.000,1,0,0.000,0.000,0.000,1,1.000,1,1,0.0576,0.2738,-0.0243,0.0755
185,0,0,0,0.000,-0.071,-1.000,0.000,1,0,0.000,0.000,0.000,1,1.000,1,1,0.0576,0.2712,-0.0247,0.0748
186,0,0,0,0.000,-0.071,-1.000,0.000,1,0,0.000,0.000,0.000,1,1.000,1,1,0.0576,0.2679,-0.0256,0.0747
187,0,0,0,0.000,-0.071,-1.000,0.000,1,0,0.000,0.000,0.000,1,1.000,1,1,0.0576,0.2655,-0.0260,0.0749
188,0,0,0,0.000,-0.071,-1.000,0.000,1,0,0.000,0.000,0.000,1,1.000,1,1,0.0576,0.2656,-0.0259,0.0748
189,0,0,0,0.000,-0.071,-1.000,0.000,1,0,0.000,0.000,0.000,1,1.000,1,1,0.0576,0.2665,-0.0255,0.0744
